id_entreprise;name;sector;city;country;website;email;revenue;enrollment;average;salary;description;message
qualiconsult;QUALICONSULT;Divers ;Vélizy-Villacoublay;France;http://www.groupe-qualiconsult.fr;recrutement@ qualiconsult.fr;200 M;2300;;;"Groupe Qualiconsult est une société de services en pleine expansion. Spécialiste du contrôle technique, de l’inspection, de l’assistance et de la formation, nous répondons aux besoins de nos clients sur deux enjeux majeurs :
 la maîtrise des risques et la valorisation de patrimoine. Nous conjuguons les avantages d’une structure familiale à ceux d’un grand groupe : agilité, solidité et diversité des opportunités. Nous sommes en mesure de vous proposer plus de 40 métiers. En rejoignant le Groupe Qualiconsult, vous intégrez une société dont les métiers vous permettront d’agir en faveur d’un développement durable. Nous sommes présents sur l’ensemble du territoire ainsi qu’à l’international : c’est autant de possibilités de mobilité ! Dans chacune de nos agences, nos managers font vivre au quotidien nos valeurs : esprit d’équipe, goût du challenge et convivialité !";"N’hésitez pas à venir nous rencontrer lors du forum afin que l’on puisse échanger ensemble sur vos projets et nos opportunités.
"
razelbec;RAZEL-BEC;BTP,Urbanisme & Construction;Saclay;France;http://www.razel-bec.com;"recrutement-stages@
razel-bec.fayat.com";701 M;5300;;;"RAZEL-BEC (5 300 collaborateurs), division Travaux Publics du groupe
FAYAT (19 000 collaborateurs) premier indépendant français du BTP, est une
entreprise présente en France et à l’international. Forte de son expertise dans
tous les domaines des Travaux Publics (souterrains, ouvrages d’art, génie civil
industriel, terrassements, routes, maîtrise de l’eau et de l’environnement), de
sa capacité à piloter des grands projets, RAZEL-BEC aborde les opérations
complexes et réalise des projets clé-en-main. RAZEL-BEC a réalisé un chiffre
d’affaires de plus de 701 millions d’euros en 2016. La synergie avec les
fliales du Groupe FAYAT permet à RAZEL BEC de proposer une offre globale
et d’être à la hauteur des projets les plus ambitieux.";"Nous sommes une entreprise à taille humaine, indépendante,
réactive et totalement engagée dans le développement des
compétences de chacun de nos métiers. Notre taille permet à nos
collaborateurs de travailler en proximité avec nos managers. Nous
travaillons dans un esprit de partenariat et de respect des valeurs
humaines. Nous vous confons des missions riches et stimulantes,
qui vous permettent de gagner en compétences, autonomie ainsi
qu’en responsabilités. Vous êtes passionné(e) par les métiers des
Travaux Publics ? Vous avez du talent ? Avec RAZEL-BEC, une
carrière vous attend !"
rexia;REXIA;Audit & Conseil;Venissieux;France;http://www.rexia.fr;recrutement@rexia.fr;2,5 M;35;;;"Présents depuis 2012, nous accompagnons les entreprises industrielles de
Rhône-Alpes sur des missions d’expertise et d’assistance technique dans
des secteurs d’activité très variés : aéronautique, automobile, ferroviaire,
pharmaceutique, énergie…
Chez REXIA, nous nous attachons à mettre en œuvre notre valeur phare : le
respect de nos collaborateurs !";"REXIA est un acteur reconnu dans le monde du Conseil pour sa
rigueur et la qualité des solutions proposées.
Cette performance est portée par une équipe de consultant(e)s
dynamiques et formé(e)s, auxquel(le)s nous offrons un
environnement motivant.
Aujourd’hui, Rexia souhaite recruter de nouveaux talents afn
d’accompagner son développement, tout en maîtrisant cette
croissance. En effet, Rexia ne perd pas de vue ses 3 valeurs
fondatrices :
le Respect
Le respect est au cœur de nos valeurs. Il passe par un sens accru de
l’écoute, une honnêteté et une loyauté envers nos collaborateurs
et nos clients. Il permet la conjugaison des différences pour tirer le
meilleur de chacun, pour une recherche de progrès permanent et
la réussite de vos projets.
l’esprit d’équipe
L’esprit d’équipe REXIA c’est associer nos talents pour la réussite
commune et le plaisir partagé. Fort de la diversité de nos
collaborateurs, de la richesse de nos missions et de nos savoirfaire, nous travaillons avec un esprit d’entraide et misons sur la
communication et la confance pour optimiser nos résultats.
la satisfaction client
Nous mettons le savoir-faire REXIA au service de la réussite des
projets de nos clients. Soucieux d’établir un vrai partenariat
avec eux, la ?exibilité de notre organisation permet à nos
collaborateurs d’exprimer tout leur potentiel. A l’écoute de leurs
besoins, nous tirons des enseignements de notre suivi qualité pour
progresser en permanence."
rte;RTE;Energie & Environnement;;;;;;;;;;
safeware;SAFEWARE;Informatique & Télécommunication;Nanterre;France;"http://safeware.fr";"contact@safeware.fr
apply@hamiltonapps.com";5 M;100;;;"Editeur de Logiciels à l’esprit Start-Up, Hamilton crée des solutions Smart
Building innovantes.
Présents dans 5 pays en Europe et en Asie, nous sommes pourtant une PME
à taille humaine.
Notre esprit d’entreprise et nos ambitions de croissance t’ouvrent de grandes
opportunités.
Nous refondons nos applications vers une stack Angular 2+, NodeJS et
GraphQL, MongoDB.";"Nous sommes aujourd’hui en train de refondre nos
produits historiques vers des technologies modernes.
Nous cherchons plusieurs personnes pour participer au
développement de ces produits.
Notre entreprise est une PME de taille humaine, vous serez intégré
au sein de l’équipe technique et encadré par un lead tech. Une fois
opérationnel vous aurez la responsabilité d’une partie de projet,
aussi bien sur le fonctionnel que sur la technique, voire sur la
gestion de projet.
stack technologique : angular 2+ PWa, NodeJs/Java et
GraphQl, MongoDB"
safran;GROUPE SAFRAN;Transport & Aeronautique;Issy les Moulineaux;France;http://www.safran-group.com;;15,8 Md;58 000;;;"Safran est un groupe international de haute technologie, équipementier de
premier rang dans les domaines de l’aéronautique, du spatial, de la défense
et de la sécurité.
Implanté sur tous les continents, le Groupe emploie plus de 58 000 personnes
pour un chiffre d’affaires de 15.8 milliards d’euros en 2016.
Sa dimension internationale lui permet d’optimiser sa compétitivité, de bâtir
des relations industrielles et commerciales avec les plus grands maîtres
d’œuvre et opérateurs mondiaux, tout en offrant des services de proximité
réactifs.
Safran occupe, seul ou en partenariat, des positions de premier plan mondial
ou européen sur ses marchés.";"Rendre les moteurs toujours plus économes et plus propres,
sécuriser et faciliter la vie quotidienne, assurer la sécurité des
aéroports et des vols : autant de challenges à relever pour les
équipes de Safran. Nous rejoindre, c’est choisir d’être au cœur de
l’innovation, pour inventer les technologies de demain.
Véritable ADN du Groupe, la culture de l’innovation est au
cœur de la réussite de Safran. Ses succès commerciaux sont
le fruit de développements technologiques conduits plusieurs
décennies auparavant. C’est pourquoi nous dédions des moyens
exceptionnels à la recherche : chaque année, près de 11 % du
chiffre d’affaires du Groupe sont consacrés à la R&D. Le nouveau
centre de Recherche & Technologie, ouvert en 2014 à Paris-Saclay,
regroupe les équipes centrales R&T et Innovation.
Pour recruter les meilleurs talents, Safran s’appuie, entre autres,
sur son réseau d’ambassadeurs, anciens élèves des écoles et
universités cibles du Groupe. Ils vont au contact des étudiants et
peuvent être forces de proposition auprès des établissements dans
l’élaboration de leurs programmes de formation.
Nous rejoindre, c’est donc participer pleinement à cette culture
de l’innovation et du progrès continu. C’est aussi bénéficier
de formations régulières pour disposer en permanence de
connaissances et de compétences à la pointe, grâce à l’université
du Groupe : Safran University. C’est enfin et surtout être engagé
dans notre démarche d’innovation participative. Chez Safran,
l’innovation est l’affaire de tous : les idées de chacun font la force
du Groupe."
saintgobain;SAINT-GOBAIN;Matériaux;;;;;;;;;;
schneider;SCHNEIDER ELECTRIC;Energie & Environnement;Rueil-Malmaison;France;http://www.schneider-electric.fr;;25 Md;144000;;;"Schneider Electric mène la transformation numérique de la gestion de l’énergie
et des automatismes dans le résidentiel, les bâtiments, les centres de données,
les infrastructures et les industries. Présent dans plus de 100 pays, Schneider
Electric est le leader incontesté de la gestion électrique - moyenne tension,
basse tension et énergie sécurisée, et des systèmes d’automatismes.
Nous fournissons des solutions d’effcacité intégrées qui associent gestion de
l’énergie, automatismes et logiciels. L’écosystème que nous avons construit
nous permet de collaborer sur notre plateforme ouverte avec une large
communauté de partenaires, d’intégrateurs et de développeurs pour offrir à
nos clients à la fois contrôle et effcacité opérationnelle en temps réel. Chez
Schneider Electric, nous sommes convaincus que nos collaborateurs et nos
partenaires font la différence. Ils nous permettent de nous engager toujours
plus loin dans l’innovation, la diversité et le développement durable.
Ainsi nous répondons chaque jour aux besoins de chacun, partout et à tout
instant, pour enrichir la vie, Life is On*.
*la vie s’illumine";"Vous souhaitez changer le monde en offrant à tous une énergie
abordable et durable ? Rejoignez-nous et devenez acteurs du
changement. Si vous souhaitez faire évoluer votre carrière nous
serons ravis de vous accueillir. Schneider Electric saura reconnaître
votre talent et l’apprécier à sa juste valeur. Entreprise présente
dans le monde entier, nous cherchons des forces nouvelles pour
mener à bien notre mission : conduire la révolution énergétique
qui garantira à chacun l’accès à une énergie durable, effcace, sûre
et abordable. N’hésitez pas à venir nous voir sur le forum et à
consulter notre site internet : www.schneider-electric.fr"
seb;GROUPE SEB;Industrie & Agroalimentaire;Ecully;France;http://www.groupeseb-careers.com;"gscampusmanagement@
groupeseb.com";6,1 Md;33000;;;"Leader mondial du petit équipement domestique, le Groupe SEB compte plus
de 33 000 collaborateurs dans le monde.
Fondé en 1857, le Groupe SEB vend plus de 286 millions de produits par an
et a réalisé un chiffre d’affaires de 6,1 milliards d’euros en 2016. Il a conquis
de fortes positions sur les différents continents grâce à une offre produits
diversifée et à un portefeuille de marques à forte notoriété : Tefal, Moulinex,
Rowenta, Calor, KRUPS, WMF, Supor,...
Présent dans 150 pays et avec plus de 40 sites industriels, le développement
repose sur 5 piliers : l’innovation, des marques fortes, le développement
international, la compétitivité et l’engagement de chacun des Collaborateurs
du Groupe.";"Faites l’expérience d’une culture qui vous encourage à exprimer
vos idées et à partager ce qui vous passionne. Découvrez des
personnalités et des équipes qui contribuent chaque jour à la santé
dans le monde. Vous pourriez y trouver votre prochaine mission !"
servair;SERVAIR;Industrie & Agroalimentaire;Roissy CDG;France;http://www.servair.fr;;723 M;10000;;;"Depuis le 1er janvier 2017, Servair et gategroup ont uni leurs forces afn de
créer le plus grand groupe du secteur de la restauration aérienne.
Disposant de plus de 200 sites et 39 000 collaborateurs, le nouvel ensemble
va pouvoir accélérer l’introduction de produits et services innovants et créer
une offre sans précédent au service de plus de 300 compagnies aériennes
clientes. En France et dans le monde, Servair est le partenaire privilégié
des compagnies aériennes depuis plus de 40 ans. Restauration aérienne,
assistance aéroportuaire et conseil, son expertise globale lui permet de couvrir
l’ensemble des besoins de ses clients. Dans 26 pays à travers le monde,
Servair sert 120 compagnies aériennes sur les 4 continents.
Elle emploie 10 000 collaborateurs de toutes nationalités. Via ses trois pôles
In-Flight Services, Airport Services et Services complémentaires, Servair peut
apporter des solutions à l’ensemble des besoins de ses clients.";N’hésitez pas à venir nous rencontrer sur le stand !
services;CAPGEMINI TECHNOLOGY SERVICES;;;;;;;;;;;
setec;SETEC SAS;Audit & Conseil;Paris;France;http://www.setec.fr;recrutement@setec.fr;254 M;2400;;;"Setec, groupe d’ingénierie pluridisciplinaire, réalise des projets complexes de
construction à travers le monde, grâce à l’excellence technique reconnue de ses
2400 collaborateur(ice)s de talent, réparti(e)s dans ses 40 sociétés à travers
le monde. Avec le Grand Prix National d’Ingénierie 2017 pour le Tribunal
de Paris, setec confrme sa réputation dans la conception et la supervision
de projets extraordinaires. Ses domaines d’intervention sont les suivants
: Infrastructures, Transport et mobilité, Bâtiment, Ville, Energie, Industrie,
Environnement, Conseil et management de projet. Projets et réalisations :
Fondation Louis Vuitton, Grand Paris Express, Modernisation de la billetique
en IDF auprès du STIF, Fondation Luma à Arles, Centrale de géothermie marine
Thassalia à Marseille, Métro de Rennes, A89, Réaménagement du nœud
ferroviaire de Brétigny s/Orge, Usine de lancement d’Ariane 6 aux Mureaux,
Pinault Art Collection à la Bourse de commerce de Paris, Accélérateur de
particules HiLumi LHC auprès du CERN, Extension de Monaco en mer, Métro
de Riyad, Rénovation des systèmes hydrauliques autour des temples d’Angkor,
Agrandissement du port de Kingston en Jamaïque, Planifcation urbaine de
la capitale du Bahreïn, Extension de l’aéroport de Santiago du Chili, Stade
Dynamo à Moscou, Nouvel aéroport international de Port-Gentil au Gabon,
canalisation reliant la Mer Rouge à la Mer Morte, etc…";"Devenez les ingénieurs entrepreneurs du monde de demain !
Vous souhaitez prendre part aux projets structurants en France
et à l’international ? Vous avez une idée neuve et souhaitez la
développer en intrapreunariat au sein d’un groupe d’ingénierie,
qui vous fournira l’écosystème technique, commercial et
managérial ?
Retrouvons-nous pour en discuter sur le stand setec !"
sncf;SNCF;Transport & Aeronautique;"Saint-Denis";France;http://www.sncf.com;;32,3 Md;260 000;;;"SNCF est l’un des premiers groupes mondiaux de mobilité de personnes, et de
transport et logistique de marchandises, avec une présence dans 120 pays,
32,3 milliards d’euros de chiffre d’affaires et 260 000 salariés à fin 2016.
Groupe public ferroviaire, SNCF élargit l’offre des services de transport
afin de proposer une meilleure qualité de service à ses clients, voyageurs,
chargeurs ou Autorités Organisatrices.
Le groupe s’appuie désormais sur 3 Épic (Établissement Public à caractère
Industriel et Commercial) : SNCF (pilotage stratégique, social et économique),
SNCF Réseau (gestion, exploitation et maintenance d’infrastructures) et SNCF
Mobilités (transport de voyageurs, gestion et développement des gares,
transport et logistique des marchandises). Il garantit ainsi un excellent niveau
de sécurité et un accès équitable au réseau à toutes les entreprises ferroviaires.";"SNCF conjugue performance et excellence technique. Unique par
sa dimension, par sa notoriété et par l’envergure de ses projets,
il agit chaque jour pour rapprocher les hommes et les femmes,
réduire les distances et développer les échanges. un objectif dans
lequel le métier d’ingénieur prend tout son sens."
snef;SNEF;BTP,Urbanisme & Construction;Marseille;France;http://www.snef.fr;Gestion.stage@snef.fr;1 Md;2500;;;"Leader français indépendant, acteur reconnu des secteurs de l’Energie,
des Procédés Industriels, des Télécommunications et des Technologies de
l’Information, le Groupe SNEF conçoit, intègre et maintient des solutions
multitechniques, des systèmes électriques et numériques.
Avec plus de 110 ans d’histoire, 10 000 collaborateurs dans le monde et plus
d’un milliard d’euros de chiffre d’affaires, le Groupe SNEF doit sa pérennité et
sa vitalité à son savoir-faire technique, sa dimension humaine et sa proximité
avec ses clients.
Résolument engagé dans une démarche écoresponsable et durable, le Groupe
SNEF est un partenaire fable pour accompagner ses clients dans leurs projets
de demain.";"Travailler au sein du Groupe SNEF, c’est intégrer à la fois un
environnement dynamique, rythmé par les exigences de nos
projets, et stable, grâce à notre expertise depuis plus de cent ans.
Pour un stagiaire de fn d’études ou un jeune diplômé, c’est à la
fois stimulant et rassurant, ce qui permet de se passionner pour
son futur métier tout en construisant sereinement un parcours
professionnel cohérent.
De plus, le choix est large de par la diversité de nos savoir-faire
et de nos nombreuses implantations en France et à l’international."
solutec;SOLUTEC;Informatique & Télécommunication;Lyon;France;http://www.solutec.fr;"Recrutement-lyon@
solutec.fr";64 M;1000;;;"SOLUTEC, Entreprise de Services du Numérique (ESN), offre à ses clients son
expertise technique et son savoir-faire depuis 1991, aussi bien sur des projets
d’études et de développement que sur des projets d’intégration, d’architecture
et d’administration des systèmes et réseaux, ou encore en maîtrise d’ouvrage.
Spécialisés dans l’informatique de gestion, nous opérons sur des
problématiques liées aux systèmes d’information de nos clients.
Les métiers proposés chez SOLUTEC sont variés : Consultant technique,
fonctionnel, chef de projet, ingénieur commercial, etc..
Grâce à un suivi rapproché lors de différentes missions, nous pourrons vous
accompagner dans la création d’un parcours professionnel à votre image et
sans limites.";"Jeunes diplômés ou en fn de cursus d’école d’ingénieur
informatique / télécommunications, vous voulez du solide, de
l’enrichissant, du passionnant ? Ingénieurs techniques et/ou
scientifques, lancez-vous de nouveaux défs qui boosteront votre
carrière… SOLUTEC recrute : vous avez le profl, rejoignez-nous !
Diversité des missions ?
Il n’est pas possible de tout connaître, mais vous en avez envie. La
curiosité et le besoin d’aller plus loin associés à la politique de suivi
personnalisé de SOLUTEC vous ouvriront des portes.
aventurier ?
Vous n’avez pas peur du changement. Vous vous adaptez
à n’importe quel projet. Vous êtes faits pour aborder les
environnements diversifés des clients SOLUTEC !
team spirit ?
Au-delà de votre formation et de votre expertise, nous nous
intéressons à votre personnalité. Vous êtes dynamique, motivé ?
Vous avez l’envie de transmettre ? Vous avez l’esprit d’équipe ?
Ces qualités vous permettront d’avancer rapidement chez SOLUTEC"
somfy;SOMFY;Industrie & Agroalimentaire;Cluses;France;http://www.somfy.com;;1,131 Md;8000;;;"Leader mondial de l’automatisation des ouvertures et fermetures de la
maison et du bâtiment, Le Groupe Somfy place l’automatisation au service
de l’amélioration des cadres de vie. Ses solutions de confort, de sécurité et
d’économie d’énergie sont aujourd’hui présentes dans la maison, les bureaux,
les commerces et les espaces publics, et trouvent sans cesse de nouvelles
applications dans la vie quotidienne.
Animé par une forte culture de l’innovation et guidé par les nouveaux enjeux
sociétaux et environnementaux liés au bâtiment, Le Groupe Somfy porte à
terme l’ambition de servir tous les marchés et tous les besoins d’automatisation
dans le bâtiment en développant de nouvelles technologies et en enrichissant
les fonctionnalités de ses solutions. Pour réaliser cette stratégie, Le Groupe
Somfy accélère son déploiement à l’international au travers d’un réseau de
distribution à l’écoute de ses clients professionnels, et diversife ses business
models pour servir chaque marché et territoire avec une offre et un dispositif
commercial différenciés.";"L’esprit d’entreprendre et la quête de réalisation personnelle de
chaque collaborateur défnissent le « Somfy Spirit » qui fonde le
développement et le succès du Groupe. En associant pratiques
managériales fondées sur la confance, la subsidiarité et des
technologies digitales collaboratives respectueuses des individus,
le Groupe Somfy se donne ainsi les moyens de développer
la responsabilisation, l’agilité, l’audace et donne à chaque
collaborateur l’opportunité de s’accomplir dans son activité
professionnelle.
Vous êtes curieux et d’un naturel proactif ?
Vous êtes doté d’un fort esprit d’équipe ?
Vous avez l’esprit d’innovation ?
Vous souhaitez vous investir dans des projets passionnants ?
Rejoignez le Groupe Somfy et visez l’excellence en vous
épanouissant au quotidien !"
sonasid;Sonasid;BTP,Urbanisme & Construction;Casablanca;Maroc;http://www.sonasid.ma;;301 M;674;;;"Sonasid est le leader sidérurgique marocain spécialié dans la production et
commercialisation du rond à béton et fl machine,
Sonasid dispose de deux sites de production aux standards internationaux :
Un laminoir à Nador et un complexe sidérurgique intégré à Jorf Lasfar qui
lui permettent d’offrir au marché une large gamme de produits conforme aux
exigences des normes nationales du secteur et un service premium.
Adossé au numéro un mondial de l’acier ArcelorMittal, Sonasid a développé
une expertise technique et opérationnelle qui le positionne en acteur majeur
incobtournable du marché marocain. Sonasid se positionne également sur le
marché des armatures industrielles à travers sa fliale Longométal Armatures.
Véritable référence dans son domaine et consciente de sa responsabilité
sociétale, Sonasid se distingue également par son engagement citoyen à
travers une démarche basée sur la considération de ses parties prenantes, la
protection de l’environnement et le développement durable.";"Nous vous proposons non seulement un poste mais rejoindre une
vraie famille !"
sopra steria;SOPRA STERIA;Divers ;Paris La Défense;France;"http://www.soprasteria.com
";"stages@soprasteria.com
emploi@soprasteria.com
";3.7 Md;40000;;;Sopra Steria, leader européen de la transformation numérique, propose l’un des portefeuilles d’offres les plus complets du marché : conseil, intégration de systèmes, édition de solutions métier, infrastructure management et business process services. Il apporte ainsi une réponse globale aux enjeux de développement et de compétitivité des grandes entreprises et organisations. Combinant valeur ajoutée, innovation et performance des services délivrés, Sopra Steria accompagne ses clients dans leur transformation et les aide à faire le meilleur usage du numérique. Fort de plus de 40 000 collaborateurs dans plus de 20 pays, le Groupe Sopra Steria affiche un chiffre d’affaires de 3,7 milliards d’euros en 2016. Pour plus d’informations, retrouvez-nous sur www.soprasteria.com Sopra Steria Group (SOP) est coté sur Euronext Paris (Compartiment A) - Code ISIN : FR0000050809;"Sopra Steria vous donne l’opportunité de participer activement aux chantiers de transformation des grandes entreprises européennes au sein d’un Groupe indépendant. Découvrez des parcours professionnels riches et développez vos compétences sur des projets stimulants au sein d’équipes solidaires et diversifiées.
"
soprema;SOPREMA;BTP,Urbanisme & Construction;Strasbourg;France;http://www.soprema-entreprises.fr;recrutement@soprema.fr;2,35 Md;3000;;;"SOPREMA Entreprises, l’activité « travaux » du groupe SOPREMA, s’appuie
sur plus d’un siècle de savoir-faire dans l’enveloppe du bâtiment pour répondre
aux enjeux du bâti d’aujourd’hui et de demain. Indéniable précurseur pour
l’ensemble des applications vouées à l’enveloppe des bâtiments, SOPREMA
Entreprises conjugue techniques traditionnelles et solutions innovantes pour
l’étanchéité, la couverture et le bardage de tous types d’ouvrages. S’appuyant
sur son savoir-faire et son expertise du secteur, l’entreprise a complété son
offre, au fur et à mesure des années par la création d’une prestation de
Service Soprassistance® (interventions rapides, entretien des toitures...), et
l’intégration du métier de la charpente métallique. Avec 3 000 collaborateurs
qualifés répartis sur 56 sites, le réseau SOPREMA Entreprises couvre toute la
France et opère chaque année sur plus de 10 000 chantiers, en travaux neufs
et en rénovation.
Grâce à sa politique d’innovation et de développement, l’entreprise a su
maintenir une croissance soutenue depuis une quinzaine d’années.";"Venez à notre rencontre pour découvrir ou redécouvrir notre
entreprise et nos métiers."
spie;SPIE;BTP,Urbanisme & Construction;Neuilly-sur-Seine;France;http://www.spiebatignolles.fr;"drh.recrutement@
spiebatignolles.fr";1,7 Md;7000;;;"Riche de 170 ans d’histoire, Spie Batignolles est un acteur majeur dans
les métiers du bâtiment et des travaux publics.
Acteur indépendant, le groupe intervient dans 5 grands domaines : la
construction et l’aménagement, les travaux publics, le génie civil et les
fondations, l’énergie, l’immobilier et les concessions.
Présent sur tout le territoire français et à l’international (136
implantations en France et 8 à l’étranger), le groupe dispose d’un large
éventail d’expertises et d’ancrage local fort très apprécié par ses clients.
L’entreprise est également portée par une forte culture du partenariat, qui
se traduit par la volonté de créer et de partager chaque jour de la
valeur durable avec l’ensemble des acteurs du métier.";"Nous recherchons les meilleurs stagiaires qui deviendront nos
meilleurs collaborateurs de demain."
stago;STAGO;Biomédical & Pharmaceutique;Asnières-Sur-Seine;France;http://www.stago.fr;;460 M;2370;;;"Stago conçoit, fabrique et commercialise des Systèmes pour la réalisation et le
suivi des analyses médicales en Hémostase (= ensemble des pathologies liées à
des problématiques de coagulation du sang ; de la Thrombose à l’Hémorragie) :
réactifs, instruments, consommables et services associés.
Nos produits font ainsi appel à des compétences en Biologie (Immunologie,
Enzymologie, Hémostase) et Chimie et intègrent également des technologies
de pointe. Nous travaillons de manière privilégiée avec les laboratoires
d’analyses, les hôpitaux et les cliniques, les sociétés pharmaceutiques ainsi
que les banques de sang.";
sysnav;SYSNAV;Electronique & Nanotechnologie;Vernon;France;http://www.sysnav.fr/;recrutement@sysnav.fr;;30;;;"SYSNAV (pour SYStèmes de NAVigation) est une jeune PME de haute
technologie, issue de la défense française et spécialisée en système de
navigation, de géolocalisation et de capture du mouvement nouvelle
génération.
Fondée dans la continuité d’une thèse (récompensée par le prix de la
meilleure thèse Paristech en 2009), SYSNAV a su grandir progressivement
et faire arriver à maturité sa technologie magnéto-inertielle pour devenir le
leader européen des systèmes de navigation sans infrastructure. Aujourd’hui,
déjà largement récompensée au niveau européen avec les European Business
Awards et au niveau international avec le prix de la MIT Technology Review,
cette technologie de rupture supplée aux insuffisances du GPS afin de fournir
une information de position 100% disponible, même en environnement
extrême.
SYSNAV vise dorénavant à poursuivre le déploiement de sa technologie
sur différents marchés à forte complexité et valeur technologique : véhicule
autonome, réalité augmentée, industrie, médical, sécurité / défense.";"SYSNAV maîtrise toute la chaîne de développement d’un produit :
de la conception de parties sensibles de magnétomètres à
l’assemblage des centrales magnéto-inertielles en passant par
la calibration et les algorithmes embarqués. De fait, de très
nombreuses spécialités sont représentées à SYSNAV ce qui en
fait un environnement scientifique très stimulant, avec une forte
émulation, où la réponse à la question que tu te poses est souvent
dans le bureau d’à côté.
SYSNAV sait faire grandir ses stagiaires puisque 4 étudiants
SYSNAV ont reçu le prix du meilleur stage de l’Ecole Polytechnique
depuis 2008 ! Les sorties SYSNAV post-travail sont également là
pour ajouter un peu de fun et de bonne humeur à l’expérience
Sysnav.
Si vous vous êtes reconnus dans ces lignes, venez vite nous voir
sur notre stand !"
tbs;Toulouse Business School;Ecoles de 3e cycle;Toulouse;France;http://www.tbs-education.fr;masteres@tbs-education.fr;;;;;Toulouse Business School, propose une très large offre de programmes diplômants et qualifiants, Mastères Spécialisés® et MSc., positionnés autour de la chaîne de valeur de l’entreprise. L’objectif est de former des experts de haut niveau académique et professionnel et de permettre aux personnes expérimentées de parfaire leur connaissance par les programmes de formation continue et initiale. Dispensés dans le cadre d’une Grande Ecole de Management accréditée internationalement, les Mastères Spécialisés® et Masters of Science de Toulouse Business School sont labellisés par la Conférence des Grandes Ecoles.;Audace, enthousiasme, ouverture et éthique sont les 4 piliers de la culture Toulouse Business School. Des valeurs que nos enseignantschercheurs, étudiants, diplômés et collaborateurs s’emploient à faire rayonner à travers le mode, pour servir notre réputation d’excellence et « penser et créer » les modèles de management de demain. « Future is coming ».
technord;TECHNORD INDUSTRIE ET SERVICES;Divers ;"Saint-Genis-Laval";France;http://www.technord.com;;75 M;360;;;Technord, Groupe familial industriel, intègre des solutions et des technologies de pointe au service de la performance de ses clients. Tous les jours et à travers le monde, les femmes et les hommes de l’entreprise mettent en œuvre leurs compétences en Electricité Industrielle (jusque 150 KV), en Process Control, en Informatique Industrielle et en Simulation des Procédés. Travailler chez Technord, c’est adhérer à une culture tournée vers la satisfaction du client et la réussite collective.;"Nous vous proposons d’intégrer nos équipes et de participer à de réels projets au même titre que nos collaborateurs (avec un peu plus de suivi, bien-sûr). Selon les projets en cours, vous participerez aux analyses fonctionnelles, à la programmation et, si possible, à la mise en service sur site. Si le stage se passe bien et que vous nous avez convaincu, vous pourriez également vous voir offrir votre 1er CDI (environ 30% de nos nouveaux collaborateurs ont réalisé leur stage chez nous)
recrutement "
thales;THALES GROUP;Industrie & Agroalimentaire;Paris La Défense;France;http://www.thalesgroup.com;"Forum.opportunites@
thalesgroup.com";14,9 Md;64000;;;"Ceux qui font avancer le monde s’appuient sur Thales.
Dans un monde en constante mutation, à la fois imprévisible et riche
d’opportunités, nous sommes aux côtés de ceux qui ont de grandes ambitions
: rendre le monde meilleur et plus sûr.
Riches de la diversité de leurs expertises, de leurs talents, de leurs cultures,
nos équipes d’architectes conçoivent un éventail unique de solutions
technologiques exceptionnelles, qui font de demain la réalité d’aujourd’hui.
Du fond des océans aux profondeurs du cosmos ou du cyberespace, nous
aidons nos clients à maitriser des environnements toujours plus complexes
pour prendre des décisions rapides, effcaces, à chaque moment décisif.";"Les principaux attraits de Thales sont, en premier lieu, son
exceptionnelle capacité d’innovation. Rejoindre Thales c’est
l’opportunité de travailler sur des programmes de hautes
technologies qui pour certains laisseront leur empreinte dans
l’Histoire comme l’Exomars, première mission européenne avec
atterrissage sur Mars.
C’est également l’assurance d’une carrière riche en expérience :
grâce à une politique RH accordant une place importante au
développement professionnel et encourageant la mobilité tant en
France qu’à l’international, la possibilité est ainsi donnée à chacun
de se développer selon ses aspirations."
themis;THEMIS CONSEIL;Audit & Conseil;;;;;;;;;;
valeo;VALEO;Industrie & Agroalimentaire;;;;;;;;;;
veeva;VEEVA SYSTEMS;Informatique & Télécommunication;Neuilly-sur-Seine;France;http://www.veeva.com/eu/;;544 M ;2213;;;"Veeva Systems Inc. est un leader des logiciels basés sur le cloud pour
l’industrie des Life Sciences et vise à favoriser l’innovation, l’excellence de ses
produits et la réussite de ses clients. Veeva compte aujourd’hui plus de 600
clients, des plus grandes sociétés pharmaceutiques au monde aux nouvelles
biotechnologies.
Veeva a son siège social dans la région de la baie de San Francisco et
dispose de bureaux en Europe, en Asie et en Amérique latine.
Fondée en 2007, Veeva a enregistré une croissance signifcative chaque
année. Nous avons récemment célébré notre 10ème anniversaire avec nos
2200+ collègues et notre objectif est d’atteindre 10 000 employées d’ici
2025.";"Avez-vous une forte affnité avec l’informatique et êtes-vous prêt
à faire le premier pas dans votre carrière dans le conseil technique
avec un leader dans les logiciels basés sur le cloud ? Etes-vous
un bon communicateur avec un état d’esprit analytique et l’envie
d’apprendre ? Aimeriez-vous faire des voyages internationaux et
faire partie d’une entreprise américaine innovante et progressiste ?
Si vous avez répondu oui à toutes les questions précédentes et vous
êtes en train de terminer votre baccalauréat ou votre maîtrise,
alors Veeva est pour vous."
